,ID,Name,Pseudonyms,Link,Picture,Jobs,Born,Died,Lived in
95,1534,Henderina Victoria Scott,Henderina (Rina) Victoria Klaassen|Mrs. D. H. Scott|Rina Scott,https://wfpp.columbia.edu/person/henderina-victoria-scott/,,cinematographer,1862,1929,England
96,1539,Jackeydawra Melford,Mrs. Wallace Colgate|Alice Bradshaw Jackeydora Melford,https://wfpp.columbia.edu/person/jackeydawra-melford/,https://wfpp.columbia.edu/wp-content/uploads/2016/11/WFP2-MELF01.jpg,director|actress|producer,1888,1984,England
97,1543,Jessica Elvira Borthwick,Jessie Borthwick|Nell Foy,https://wfpp.columbia.edu/person/jessica-elvira-borthwick/,https://wfpp.columbia.edu/wp-content/uploads/2013/09/WFP2-BORT03-featured-image-e1510932477927.jpg,lecturer|cinematographer|visual artist,1888,1946,England
98,1555,Laura Bayley,Laura Eugenia Bayley|L.E.S|Laura Eugenia Smith|Mrs. George Albert Smith,https://wfpp.columbia.edu/person/laura-bayley/,,accountant|cinematographer|actress|secretary,1864,1938,England
99,16586,Leila Lewis,Leila Stewart,https://wfpp.columbia.edu/person/leila-lewis/,https://wfpp.columbia.edu/wp-content/uploads/2018/05/Leila-Stewart.-GettyImages-102578822_master.jpg,director|critic|writer|manager,1893,1939,England
100,12923,Lydia Hayward,Lydia Elizabeth Hayward|Lydia Elizabeth Forrest|Lydia Elizabeth Freshman,https://wfpp.columbia.edu/person/lydia-hayward/,https://wfpp.columbia.edu/wp-content/uploads/2017/07/WFP-HAY01-e1501872735855.jpg,adapter|actress|editor|scenarist|writer,1879,1945,England
101,1573,Margaret Hepworth,Mrs. Hepworth|Margaret Hope McGuffie|Margarete McGuffie Hepworth,https://wfpp.columbia.edu/person/margaret-mcguffie-hepworth/,,business partner|actress|writer,1874,1917,England
102,12778,Marie Stopes,Marie Carmichael|Marie Carmichael Stopes|Marie Charlotte Carmichael Stopes,https://wfpp.columbia.edu/person/marie-stopes/,https://wfpp.columbia.edu/wp-content/uploads/2016/06/WFP2-STOP04-featured-image.jpg,consultant|writer,1880,1958,England
103,1598,Nell Emerald,Mrs. N. Beattie|Ellen Maud O’Shea,https://wfpp.columbia.edu/person/nell-emerald/,,company director|actress|musician|producer|writer,1882,1969,England
104,1450,Dorothy Farnum,Mrs. Maurice Barber,https://wfpp.columbia.edu/person/dorothy-farnum/,https://wfpp.columbia.edu/wp-content/uploads/CCP_Farnum_FIG134B_WFP-FARN011-e1322805644298.jpg,adapter|actress|writer,1896,1970,England
105,1450,Dorothy Farnum,Mrs. Maurice Barber,https://wfpp.columbia.edu/person/dorothy-farnum/,https://wfpp.columbia.edu/wp-content/uploads/CCP_Farnum_FIG134B_WFP-FARN011-e1322805644298.jpg,adapter|actress|writer,1896,1970,France
106,1450,Dorothy Farnum,Mrs. Maurice Barber,https://wfpp.columbia.edu/person/dorothy-farnum/,https://wfpp.columbia.edu/wp-content/uploads/CCP_Farnum_FIG134B_WFP-FARN011-e1322805644298.jpg,adapter|actress|writer,1896,1970,United States
107,1575,Margaret Turnbull,,https://wfpp.columbia.edu/person/margaret-turnbull/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP-TURNB01.jpg,adapter|writer,1872,1942,England
108,1575,Margaret Turnbull,,https://wfpp.columbia.edu/person/margaret-turnbull/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP-TURNB01.jpg,adapter|writer,1872,1942,France
109,1575,Margaret Turnbull,,https://wfpp.columbia.edu/person/margaret-turnbull/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP-TURNB01.jpg,adapter|writer,1872,1942,United States
110,1587,Mary Murillo,Mary O’Connor|Mary Velle,https://wfpp.columbia.edu/person/mary-murillo/,https://wfpp.columbia.edu/wp-content/uploads/2016/05/WFP2-MURI15.jpg,adapter|film company managing director|writer|actress,1888,1944,England
111,1587,Mary Murillo,Mary O’Connor|Mary Velle,https://wfpp.columbia.edu/person/mary-murillo/,https://wfpp.columbia.edu/wp-content/uploads/2016/05/WFP2-MURI15.jpg,adapter|film company managing director|writer|actress,1888,1944,France
112,1587,Mary Murillo,Mary O’Connor|Mary Velle,https://wfpp.columbia.edu/person/mary-murillo/,https://wfpp.columbia.edu/wp-content/uploads/2016/05/WFP2-MURI15.jpg,adapter|film company managing director|writer|actress,1888,1944,United States
113,11896,Sarah Bernhardt,Henrietta Rosine Bernard|Sara-Marie-Henriette Bernhardt,https://wfpp.columbia.edu/person/sarah-bernhardt/,https://wfpp.columbia.edu/wp-content/uploads/2016/02/WFP2-BERN09.jpg,actress|writer|painter|producer|visual artist|director|manager,1844,1923,England
114,11896,Sarah Bernhardt,Henrietta Rosine Bernard|Sara-Marie-Henriette Bernhardt,https://wfpp.columbia.edu/person/sarah-bernhardt/,https://wfpp.columbia.edu/wp-content/uploads/2016/02/WFP2-BERN09.jpg,actress|writer|painter|producer|visual artist|director|manager,1844,1923,France
115,11896,Sarah Bernhardt,Henrietta Rosine Bernard|Sara-Marie-Henriette Bernhardt,https://wfpp.columbia.edu/person/sarah-bernhardt/,https://wfpp.columbia.edu/wp-content/uploads/2016/02/WFP2-BERN09.jpg,actress|writer|painter|producer|visual artist|director|manager,1844,1923,United States
116,1590,May Clark,Mabel Clark|May French|May Whitton|Mabel Louise Clark,https://wfpp.columbia.edu/person/may-clark/,,cinematographer|carpenter|producer|executive|dressmaker|business partner|actress|laboratory worker|dressmaker|set decorator|cinematographer,1885,1971,England
117,1590,May Clark,Mabel Clark|May French|May Whitton|Mabel Louise Clark,https://wfpp.columbia.edu/person/may-clark/,,cinematographer|carpenter|producer|executive|dressmaker|business partner|actress|laboratory worker|dressmaker|set decorator|cinematographer,1885,1971,Ireland
118,20799,Dorothea Donn-Byrne,Dolly Byrne|Dolly Donn-Byrne|Dolly Donn Byrne|Dorothea Cadogan|Dorothea Donn Byrne|Dorothea Mary Cadogan|Dorothea Mary Elizabeth Antonia Cadogan|Dorothea Mary Elizabeth Cadogan Byrne|Dorothy Cadogan|Dorothy Craig|Dorothy Mary Cadogan|Mrs. Donn Byrne.,https://wfpp.columbia.edu/person/dorothea-donn-byrne/,https://wfpp.columbia.edu/wp-content/uploads/2020/01/Dorothea-featured-image.jpg,adapter|writer|actress,1888,1963,England
119,20799,Dorothea Donn-Byrne,Dolly Byrne|Dolly Donn-Byrne|Dolly Donn Byrne|Dorothea Cadogan|Dorothea Donn Byrne|Dorothea Mary Cadogan|Dorothea Mary Elizabeth Antonia Cadogan|Dorothea Mary Elizabeth Cadogan Byrne|Dorothy Cadogan|Dorothy Craig|Dorothy Mary Cadogan|Mrs. Donn Byrne.,https://wfpp.columbia.edu/person/dorothea-donn-byrne/,https://wfpp.columbia.edu/wp-content/uploads/2020/01/Dorothea-featured-image.jpg,adapter|writer|actress,1888,1963,Ireland
120,20799,Dorothea Donn-Byrne,Dolly Byrne|Dolly Donn-Byrne|Dolly Donn Byrne|Dorothea Cadogan|Dorothea Donn Byrne|Dorothea Mary Cadogan|Dorothea Mary Elizabeth Antonia Cadogan|Dorothea Mary Elizabeth Cadogan Byrne|Dorothy Cadogan|Dorothy Craig|Dorothy Mary Cadogan|Mrs. Donn Byrne.,https://wfpp.columbia.edu/person/dorothea-donn-byrne/,https://wfpp.columbia.edu/wp-content/uploads/2020/01/Dorothea-featured-image.jpg,adapter|writer|actress,1888,1963,United States
121,11009,Alma Reville,Mrs. Alfred Hitchcock,https://wfpp.columbia.edu/person/alma-reville/,https://wfpp.columbia.edu/wp-content/uploads/2016/04/Alma-Reville-featured-image-e1461941199404.jpg,director|continuity|editor|actress|writer|director,1899,1982,England
122,11009,Alma Reville,Mrs. Alfred Hitchcock,https://wfpp.columbia.edu/person/alma-reville/,https://wfpp.columbia.edu/wp-content/uploads/2016/04/Alma-Reville-featured-image-e1461941199404.jpg,director|continuity|editor|actress|writer|director,1899,1982,United States
123,1459,Elinor Glyn,Elinor Sutherland|Madame Glyn,https://wfpp.columbia.edu/person/elinor-glyn/,https://wfpp.columbia.edu/wp-content/uploads/Glyn_CCP_FIG141_WFP-GLY021.jpg,adapter|consultant|director|extra|film company owner|writer|producer,1864,1943,England
124,1459,Elinor Glyn,Elinor Sutherland|Madame Glyn,https://wfpp.columbia.edu/person/elinor-glyn/,https://wfpp.columbia.edu/wp-content/uploads/Glyn_CCP_FIG141_WFP-GLY021.jpg,adapter|consultant|director|extra|film company owner|writer|producer,1864,1943,United States
125,1497,Florence Turner,The Vitagraph Girl,https://wfpp.columbia.edu/person/florence-turner/,https://wfpp.columbia.edu/wp-content/uploads/Turner_CCP_FIG239_WFP-TURNE011.jpg,accountant|director|actress|film company owner|musician|producer|writer|dressmaker,1887,1946,England
126,1497,Florence Turner,The Vitagraph Girl,https://wfpp.columbia.edu/person/florence-turner/,https://wfpp.columbia.edu/wp-content/uploads/Turner_CCP_FIG239_WFP-TURNE011.jpg,accountant|director|actress|film company owner|musician|producer|writer|dressmaker,1887,1946,United States
127,11517,Iris Barry,,https://wfpp.columbia.edu/person/iris-barry/,https://wfpp.columbia.edu/wp-content/uploads/2015/10/WFP-BARRY02-featured-image.jpg,critic|film curator|writer|preservationist,1895,1969,England
128,11517,Iris Barry,,https://wfpp.columbia.edu/person/iris-barry/,https://wfpp.columbia.edu/wp-content/uploads/2015/10/WFP-BARRY02-featured-image.jpg,critic|film curator|writer|preservationist,1895,1969,United States
129,14244,Mary O'Connor,Mary Hamilton O’Connor,https://wfpp.columbia.edu/person/mary-oconnor/,https://wfpp.columbia.edu/wp-content/uploads/2017/05/WFP-OCONN01.jpg,guild shareholder|manager|reader|writer|editor,1872,1959,England
130,14244,Mary O'Connor,Mary Hamilton O’Connor,https://wfpp.columbia.edu/person/mary-oconnor/,https://wfpp.columbia.edu/wp-content/uploads/2017/05/WFP-OCONN01.jpg,guild shareholder|manager|reader|writer|editor,1872,1959,United States
131,1604,Paula Blackton,Mrs. J. Stuart Blackton|Paula Dean|Paula Hilburn,https://wfpp.columbia.edu/person/paula-blackton/,https://wfpp.columbia.edu/wp-content/uploads/CCP_Blackton_FIGX_WFP-BLAP021.jpg,dressmaker|director|actress|writer,1881,1930,England
132,1604,Paula Blackton,Mrs. J. Stuart Blackton|Paula Dean|Paula Hilburn,https://wfpp.columbia.edu/person/paula-blackton/,https://wfpp.columbia.edu/wp-content/uploads/CCP_Blackton_FIGX_WFP-BLAP021.jpg,dressmaker|director|actress|writer,1881,1930,United States
133,17526,Aili Kari,Aili Lucina Kari,https://wfpp.columbia.edu/person/aili-kari/,https://wfpp.columbia.edu/wp-content/uploads/2018/10/WFP2-KAR01-featured-image.jpg,accountant|actress|manager|secretary,1899,1994,Finland
134,12583,Gerda Hintze,Gerda Amanda Hintze,https://wfpp.columbia.edu/person/gerda-hintze/,https://wfpp.columbia.edu/wp-content/uploads/2016/05/WFP2-HIN01-featured-image-e1463064465753.jpg,writer,1905,1977,Finland
135,10807,Jenny Strömberg,Johanna Strömberg|Johanna Charlotta Erling,https://wfpp.columbia.edu/person/jenny-stromberg/,,society matron,1858,Unknown,Finland
136,14166,Katri Viita,Karin Elisabet Viitainoja|Karin Elisabet Kaarna|Kaarina Kaarna|Kaarina Koskenvoima|Tuulikki Kallio|Kleopatra|Kaisu Vaara|Irja Vuosalo,https://wfpp.columbia.edu/person/katri-viita/,https://wfpp.columbia.edu/wp-content/uploads/2016/05/WFP2-VII01.jpg,writer|film company board member,1898,1972,Finland
137,21480,Berthe Thuillier,Marie-Berthe Thuillier|Berthe Thuillier|Mlle B.T.|Berthe Boutier|Veuve Beaupuy,https://wfpp.columbia.edu/person/berthe-thuillier/,,film colorist|visual artist,1867,1947,France
138,14923,Christiane Mendelys,Christiane Wague|Clotilde Marigaux|Christiane Mandelys|Christiane Mendelyes|“Le Rat du Moulin”,https://wfpp.columbia.edu/person/christiane-mendelys/,https://wfpp.columbia.edu/wp-content/uploads/2017/08/WFP2-MEND09-featured-image.jpg,musician|actress|critic|pantomime|scenarist|writer,1873,1957,France
139,14097,Eliane Tayar,,https://wfpp.columbia.edu/person/eliane-tayar/,https://wfpp.columbia.edu/wp-content/uploads/2017/04/WFP2-TAY01.jpg,|director|filmmaker|extra|actress|critic|writer,1904,1986,France
140,21479,Élisabeth Thuillier,Élisabeth Aléné|Veuve Thuillier,https://wfpp.columbia.edu/person/elisabeth-thuillier/,,film colorist,1841,1907,France
141,12350,Georgette Méliès,Mademoiselle Méliès|Madame Méliès-Fix|Georgette Fontaine,https://wfpp.columbia.edu/person/georgette-melies/,https://wfpp.columbia.edu/wp-content/uploads/2016/10/WFP2-MELI01.jpg,cinematographer|actress|projectionist|manager,1888,1930,France
142,13949,Lucie Derain,Lucienne Dechorain,https://wfpp.columbia.edu/person/lucie-derain/,https://wfpp.columbia.edu/wp-content/uploads/2017/05/WFP2-DERA07-featured-image-e1495203884816.jpeg,co-founder|director|editor|critic|writer,1902,,France
143,16546,Marguerite Renoir,Marguerite Houllé|Marguerite Houllé-Renoir|Marguerite Mathieu|Marguerite,https://wfpp.columbia.edu/person/marguerite-renoir/,https://wfpp.columbia.edu/wp-content/uploads/2018/04/Renoir-Featured-copy-e1525441777858.jpg,editor|actress|film colorist,1906,1987,France
144,17942,Marguerite Viel,,https://wfpp.columbia.edu/person/marguerite-viel/,https://wfpp.columbia.edu/wp-content/uploads/2019/01/WFP-VIE02-scaled.jpg,consultant|manager|director|investor|writer|editor,1894,1976,France
145,1595,Musidora,Jeanne Roques,https://wfpp.columbia.edu/person/musidora/,https://wfpp.columbia.edu/wp-content/uploads/2012/01/WFP2-MUS01.jpg,director|producer|actress|musician|writer,1889,1957,France
146,15245,Diana Karenne,Leukadia (or Leucadia) Konstantin|Anna Karènne|Diana Karren,https://wfpp.columbia.edu/person/diana-karenne/,https://wfpp.columbia.edu/wp-content/uploads/2017/09/Diana-Karenne-Featured-Image.jpg,director|extra|actress|film company owner|producer|writer,1888,1940,France
147,15245,Diana Karenne,Leukadia (or Leucadia) Konstantin|Anna Karènne|Diana Karren,https://wfpp.columbia.edu/person/diana-karenne/,https://wfpp.columbia.edu/wp-content/uploads/2017/09/Diana-Karenne-Featured-Image.jpg,director|extra|actress|film company owner|producer|writer,1888,1940,Germany
148,15245,Diana Karenne,Leukadia (or Leucadia) Konstantin|Anna Karènne|Diana Karren,https://wfpp.columbia.edu/person/diana-karenne/,https://wfpp.columbia.edu/wp-content/uploads/2017/09/Diana-Karenne-Featured-Image.jpg,director|extra|actress|film company owner|producer|writer,1888,1940,Italy
149,11906,Fabienne Fabrèges,,https://wfpp.columbia.edu/person/fabienne-fabreges/,https://wfpp.columbia.edu/wp-content/uploads/2014/09/WFP2-FAB02.jpg,director|writer|actress,Unknown,Unknown,France
150,11906,Fabienne Fabrèges,,https://wfpp.columbia.edu/person/fabienne-fabreges/,https://wfpp.columbia.edu/wp-content/uploads/2014/09/WFP2-FAB02.jpg,director|writer|actress,Unknown,Unknown,Italy
151,16315,Renée Deliot,Renée Felicie Deliot|Renée de Liot,https://wfpp.columbia.edu/person/renee-deliot/,,cinema proprietor|distributor|film company owner|writer,1881,1960,France
152,16315,Renée Deliot,Renée Felicie Deliot|Renée de Liot,https://wfpp.columbia.edu/person/renee-deliot/,,cinema proprietor|distributor|film company owner|writer,1881,1960,Italy
153,17569,Virgínia de Castro e Almeida,,https://wfpp.columbia.edu/person/virginia-de-castro-e-almeida/,https://wfpp.columbia.edu/wp-content/uploads/2018/10/WFP2-CAS09.jpg,editor|film company owner|producer|writer,1874,1945,France
154,17569,Virgínia de Castro e Almeida,,https://wfpp.columbia.edu/person/virginia-de-castro-e-almeida/,https://wfpp.columbia.edu/wp-content/uploads/2018/10/WFP2-CAS09.jpg,editor|film company owner|producer|writer,1874,1945,Portugal
155,1354,Alice Guy Blaché,Alice Blache|Alice Guy|Alice Guy-Blaché,https://wfpp.columbia.edu/person/alice-guy-blache/,https://wfpp.columbia.edu/wp-content/uploads/CCP_FIGX_BLACHE_WFP-GUY161.jpg,director|director|producer|writer|film company owner|lecturer|secretary,1873,1968,France
156,1354,Alice Guy Blaché,Alice Blache|Alice Guy|Alice Guy-Blaché,https://wfpp.columbia.edu/person/alice-guy-blache/,https://wfpp.columbia.edu/wp-content/uploads/CCP_FIGX_BLACHE_WFP-GUY161.jpg,director|director|producer|writer|film company owner|lecturer|secretary,1873,1968,United States
157,12683,Rosa Porten,Dr. R. Portegg,https://wfpp.columbia.edu/person/rosa-porten/,https://wfpp.columbia.edu/wp-content/uploads/Porten_WFP2-POR031.jpg,director|actress|writer,1884,1972,Germany
158,1609,Ruth Goetz,Ruth von Schüching,https://wfpp.columbia.edu/person/ruth-goetz/,,adapter|writer,1886,Unknown,Germany
159,1627,Thea von Harbou,Mrs. Rudolf Klein-Rogge,https://wfpp.columbia.edu/person/thea-von-harbou/,https://wfpp.columbia.edu/wp-content/uploads/2011/11/WFP2-VONH01.jpg,adapter|director|writer|actress,1888,1954,Germany
160,1704,Ada Egede-Nissen,Ada Kramm,https://wfpp.columbia.edu/person/ada-egede-nissen/,,actress,1899,1981,Germany
161,1704,Ada Egede-Nissen,Ada Kramm,https://wfpp.columbia.edu/person/ada-egede-nissen/,,actress,1899,1981,Norway
162,1616,Stella F. Simon,Stella Furchgott,https://wfpp.columbia.edu/person/stella-f-simon/,,director|cinematographer|actress|visual artist,1878,1973,Germany
163,1616,Stella F. Simon,Stella Furchgott,https://wfpp.columbia.edu/person/stella-f-simon/,,director|cinematographer|actress|visual artist,1878,1973,United States
164,16842,Aloha Wanderwell Baker,Aloha Wanderwell|Aloha Baker|Idris Galcia Hall,https://wfpp.columbia.edu/person/aloha-wanderwell-baker/,https://wfpp.columbia.edu/wp-content/uploads/2018/06/WFP-BAKER01-featured-image.jpg,cinematographer|director|filmmaker|actress|editor|lecturer|visual artist|producer|writer,1908,1996,United States
165,10420,Esther Eng,Ng Kam Ha 伍錦霞,https://wfpp.columbia.edu/person/esther-eng/,https://wfpp.columbia.edu/wp-content/uploads/2014/07/WFP2-ENG07.jpg,director|distributor|producer|writer,1914,1970,Hong Kong
166,10420,Esther Eng,Ng Kam Ha 伍錦霞,https://wfpp.columbia.edu/person/esther-eng/,https://wfpp.columbia.edu/wp-content/uploads/2014/07/WFP2-ENG07.jpg,director|distributor|producer|writer,1914,1970,United States
167,17185,Frances Baker Farrell,Frances Baker|Frances Farrell|Frances Trench|Frances C. Trench|Frances Cautley Baker,https://wfpp.columbia.edu/person/frances-baker-farrell/,https://wfpp.columbia.edu/wp-content/uploads/2018/11/WFP2-FARR01.jpg,location scout|designer|weaver,1902,1982,Ireland
168,17186,Lettice Ramsey,Lettice Baker|Lettice Cautley Baker|Lettice Baker Ramsey,https://wfpp.columbia.edu/person/lettice-ramsey/,https://wfpp.columbia.edu/wp-content/uploads/2018/09/WFP2-RAMS01-featured-image-e1541164668387.jpg,location scout|visual artist|designer,1898,1985,Ireland
169,15938,Mrs. M.T. Pender,Margaret Theresa Doherty Pender|Margaret Pender|Mrs. M. T. Pender|May Pender|Mary Pender|Mary Doherty Pender|Moira Pender?|M.T.P.|Marguerite Pender|Margaret Theresa Doherty Pender|Colleen|Marguerite|Margaret T. O’Doherty Pender,https://wfpp.columbia.edu/person/mrs-m-t-pender/,https://wfpp.columbia.edu/wp-content/uploads/2018/01/WFP2-PEN01-featured-image-e1516221423874.jpg,writer,1848,1920,Ireland
170,17187,Máirín Hayes,Maire Hayes|Mary Hayes|Moira Hayes|Marion Hayes|Mairen Hayes|Mairín Hayes,https://wfpp.columbia.edu/person/mairin-hayes/,https://wfpp.columbia.edu/wp-content/uploads/2018/11/Hayes-Featured-image.jpg,manager|editor|actress,1914,2002,Ireland
171,12602,Ellen O’Mara Sullivan,Ellen O’Mara|Nell O’Mara|Ellen O’Mara Sullivan|Nell O’Mara Sullivan|Nell Sullivan|Mrs. E. Sullivan,https://wfpp.columbia.edu/person/ellen-omara-sullivan/,https://wfpp.columbia.edu/wp-content/uploads/2016/05/WFP2-OMARA01.jpg,company director|distributor|film company founding partner|film company owner|producer,1882,1919,Ireland
172,12602,Ellen O’Mara Sullivan,Ellen O’Mara|Nell O’Mara|Ellen O’Mara Sullivan|Nell O’Mara Sullivan|Nell Sullivan|Mrs. E. Sullivan,https://wfpp.columbia.edu/person/ellen-omara-sullivan/,https://wfpp.columbia.edu/wp-content/uploads/2016/05/WFP2-OMARA01.jpg,company director|distributor|film company founding partner|film company owner|producer,1882,1919,United States
173,11533,Mary Manning,Molly Manning|Mary Manning Howe|Mary Howe|Mary Manning Adams|Mary Manning Howe Adams,https://wfpp.columbia.edu/person/mary-manning/,https://wfpp.columbia.edu/wp-content/uploads/2015/10/WFP2-MAN01-featured-image-e1449264895573.jpg,adapter|filmmaking|editor|director|actress|critic|co-founder|secretary|miscellaneous crew|writer,1905,1999,Ireland
174,11533,Mary Manning,Molly Manning|Mary Manning Howe|Mary Howe|Mary Manning Adams|Mary Manning Howe Adams,https://wfpp.columbia.edu/person/mary-manning/,https://wfpp.columbia.edu/wp-content/uploads/2015/10/WFP2-MAN01-featured-image-e1449264895573.jpg,adapter|filmmaking|editor|director|actress|critic|co-founder|secretary|miscellaneous crew|writer,1905,1999,United States
175,13883,Bianca Virginia Camagni,,https://wfpp.columbia.edu/person/bianca-virginia-camagni/,https://wfpp.columbia.edu/wp-content/uploads/2017/02/WFP2-CAM01-e1493400333739.jpg,director|actress|producer|writer,1885,1960,Italy
176,10466,Daisy Sylvan,Elena Mazzantini|Mrs. Francesco Rosso,https://wfpp.columbia.edu/person/daisy-sylvan-2/,https://wfpp.columbia.edu/wp-content/uploads/2014/07/02-e1407252228265.jpg,director|actress|producer,1874,1946,Italy
177,12268,Elvira Giallanella,,https://wfpp.columbia.edu/person/elvira-giallanella/,https://wfpp.columbia.edu/wp-content/uploads/2015/06/WFP2-GIA01.jpg,director|distributor|film company owner|producer|writer,1885,1965,Italy
178,1472,Elvira Notari,Elvira Coda Notari|The General,https://wfpp.columbia.edu/person/elvira-notari/,https://wfpp.columbia.edu/wp-content/uploads/2011/12/WFP2-NOT02featured.jpg,educator|adapter|director|distributor|actress|film company owner|producer|writer,1875,1946,Italy
179,11357,Esterina Zuccarone,,https://wfpp.columbia.edu/person/esterina-zuccarone/,,editor|forewoman|laboratory worker|metalworker|dressmaker|technician,1904,1998,Italy
180,16476,Francesca Bertini,Elena Seracini Vitiello|Elena Taddei Vitiello,https://wfpp.columbia.edu/person/francesca-bertini/,https://wfpp.columbia.edu/wp-content/uploads/2014/07/Bertini7.jpg,director|actress|producer|writer,1892,1985,Italy
181,21928,Gemma Bellincioni,Gemma Stagno-Bellincioni,https://wfpp.columbia.edu/person/gemma-bellincioni/,https://wfpp.columbia.edu/wp-content/uploads/2020/09/WFP2-BELL01.jpg,director|actress|musician|producer|writer,1864,1950,Italy
182,18173,Giulia Cassini-Rizzotto,,https://wfpp.columbia.edu/person/giulia-cassini-rizzotto/,https://wfpp.columbia.edu/wp-content/uploads/2019/05/WFP2-RIZ03.jpg,educator|director|actress|producer|writer|,1865,1943,Italy
183,1589,Matilde Serao,,https://wfpp.columbia.edu/person/matilde-serao/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP2-SER04.jpg,critic|writer,1856,1927,Italy
184,16525,Kinuyo Tanaka,田中絹代  (Tanaka Kinuyo),https://wfpp.columbia.edu/person/kinuyo-tanaka/,https://wfpp.columbia.edu/wp-content/uploads/2018/03/WFP2-TAN06.jpg,director|actress,1909,1977,Japan
185,15294,Marija Jurić Zagorka,M. Jurica Zagorski|Marija Jurić|Z.|Z-a|Ilglica|Vlastelinka|Zagorka,https://wfpp.columbia.edu/person/marija-juric-zagorka/,https://wfpp.columbia.edu/wp-content/uploads/2017/09/WFP2-ZAG01-featured-image.jpg,writer,1873,1957,Croatia
