,ID,Name,Pseudonyms,Link,Picture,Jobs,Born,Died,Lived in
186,1344,Adela Sequeyro,Perlita|Adela Sequeyro Haro|Mrs. Mario Tenorio,https://wfpp.columbia.edu/person/adela-sequeyro-haro/,https://wfpp.columbia.edu/wp-content/uploads/Sequeyro_Latin_America_CCP_FIG261_WFP-SEQ021.jpg,director|actress|film company owner|writer|producer,1901,1992,Mexico
187,1348,Adelina Barrasa,,https://wfpp.columbia.edu/person/adelina-barrasa/,,cinema proprietor|exhibitor,Unknown,Unknown,Mexico
188,1403,Cándida Beltrán Rendón,Candelaria Beltrán Rendón|,https://wfpp.columbia.edu/person/candida-beltran-rendon/,https://wfpp.columbia.edu/wp-content/uploads/Latin_America_CCP_FIG257_WFP-REN011.jpg,musician|director|actress|producer|writer|designer,1898,1985,Mexico
189,1406,Carmen Toscano,Carmen Toscano Escobedo|Carmen Toscano de Moreno Sánchez|Mrs. Manuel Moreno Sanchez,https://wfpp.columbia.edu/person/carmen-toscano/,,director|filmmaker|editor|writer|preservationist|producer,1910,1988,Mexico
190,1434,Cube Bonifant,Luz Alba|Aura Stella,https://wfpp.columbia.edu/person/cube-bonifant/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP-BON01.jpg,extra|actress|critic|writer,1904,1993,Mexico
191,1458,Elena Sánchez Valenzuela,,https://wfpp.columbia.edu/person/elena-sanchez-valenzuela/,https://wfpp.columbia.edu/wp-content/uploads/CCP_FIG259_Sanchez_WFP-SANC011.jpg,director|filmmaker|critic|writer|preservationist,1900,1950,Mexico
192,1591,Mimí Derba,Herminia Pérez de León,https://wfpp.columbia.edu/person/mimi-derba/,https://wfpp.columbia.edu/wp-content/uploads/How_Women_Worked_Fig58_WFP-DER011.jpg,director|actress|film company founding partner|producer|writer|musician,1893,1953,Mexico
193,1349,Adriana Ehlers,,https://wfpp.columbia.edu/person/adriana-ehlers/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP-ELH01.jpg,cinematographer|director|filmmaker|equipment sales|filmmaker|censor|government department head|laboratory worker|visual artist|producer,1894,1972,Mexico
194,1349,Adriana Ehlers,,https://wfpp.columbia.edu/person/adriana-ehlers/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP-ELH01.jpg,cinematographer|director|filmmaker|equipment sales|filmmaker|censor|government department head|laboratory worker|visual artist|producer,1894,1972,United States
195,1350,Dolores Ehlers,,https://wfpp.columbia.edu/person/dolores-ehlers/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP-ELH01.jpg,cinematographer|director|filmmaker|equipment sales|government department head|laboratory worker|visual artist|producer,1896,1983,Mexico
196,1350,Dolores Ehlers,,https://wfpp.columbia.edu/person/dolores-ehlers/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP-ELH01.jpg,cinematographer|director|filmmaker|equipment sales|government department head|laboratory worker|visual artist|producer,1896,1983,United States
197,1548,Juliet Barrett Rublee,,https://wfpp.columbia.edu/person/juliet-barrett-rublee/,https://wfpp.columbia.edu/wp-content/uploads/Rublee_CCP_FIG217A_WFP-RUB011.jpg,director|producer|writer,1875,1966,Mexico
198,1548,Juliet Barrett Rublee,,https://wfpp.columbia.edu/person/juliet-barrett-rublee/,https://wfpp.columbia.edu/wp-content/uploads/Rublee_CCP_FIG217A_WFP-RUB011.jpg,director|producer|writer,1875,1966,United States
199,10414,Fernanda Nissen,,https://wfpp.columbia.edu/person/fernanda-nissen/,,censor|writer|critic,1862,1920,Norway
200,1528,Gurly Drangsholt,Gurly Anker-Holth|Mrs. Hamilton Murray,https://wfpp.columbia.edu/person/gurly-drangsholt/,https://wfpp.columbia.edu/wp-content/uploads/2013/09/WFP2-DRA01-covercrop2.png,director|writer|producer,1890,1960,Norway
201,1364,Ángela Ramos de Rotalde,,https://wfpp.columbia.edu/person/angela-ramos-de-rotalde/,,writer,1896,1988,Peru
202,1578,Maria Isabel S&aacute;nchez Concha Aramburú,Belsamira|Marisabidilla,https://wfpp.columbia.edu/person/maria-isabel-s-aacute-nchez-concha-aramburu/,,writer,1889,1977,Peru
203,1615,Stefanía Socha,,https://wfpp.columbia.edu/person/stefania-socha/,,educator|producer,1898,1958,Peru
204,1617,Teresita Arce,Teresita Arce-Bouroncle O’Higgins,https://wfpp.columbia.edu/person/teresita-arce/,,actress|entrepreneur,Unknown,1981,Peru
205,21853,Nina Niovilla,Nina Niovila|Antonina Elżbieta Petrykiewicz|Antonina Petrykiewicz|Nina Petekiewicz|Nina von Petry|Nina Petykiewicz|Antoinette Petrykiewicz|Nina Niowila,https://wfpp.columbia.edu/person/nina-niovilla/,https://wfpp.columbia.edu/wp-content/uploads/2020/09/WFP2-NIO01-featured-image-e1599246708650.jpg,educator|director|actress|producer|writer,1874,1966,Poland
206,22000,Stefania Zahorska,Stefania Ernestyna Leser|Ernestyna Leser|Stefania Lesser|Stefanja Zahorska|Pandora,https://wfpp.columbia.edu/person/stefania-zahorska/,https://wfpp.columbia.edu/wp-content/uploads/2017/06/WFP2-ZAH03.png,critic|scholar|writer,1889,1961,Poland
207,10082,Aleksandra Khokhlova,Aleksandra Sergeevna Khokhlova|Aleksandra Botkina,https://wfpp.columbia.edu/person/aleksandra-khokhlova/,https://wfpp.columbia.edu/wp-content/uploads/2014/04/WFP2-KHOK01.jpg,educator|director|director|educator|actress|writer,1897,1985,Russia
208,10082,Aleksandra Khokhlova,Aleksandra Sergeevna Khokhlova|Aleksandra Botkina,https://wfpp.columbia.edu/person/aleksandra-khokhlova/,https://wfpp.columbia.edu/wp-content/uploads/2014/04/WFP2-KHOK01.jpg,educator|director|director|educator|actress|writer,1897,1985,Soviet Union
209,21098,Elizaveta Svilova,Elizaveta Schnitt|Elizaveta Vertova-Svilova|Yelizaveta Ignatevna Svilova|Yelizaveta Svilova,https://wfpp.columbia.edu/person/elizaveta-svilova/,https://wfpp.columbia.edu/wp-content/uploads/2020/02/Svilova-Editing-MWAMC-frame-grab.jpeg,preservationist|director|director|editor,1900,1975,Russia
210,21098,Elizaveta Svilova,Elizaveta Schnitt|Elizaveta Vertova-Svilova|Yelizaveta Ignatevna Svilova|Yelizaveta Svilova,https://wfpp.columbia.edu/person/elizaveta-svilova/,https://wfpp.columbia.edu/wp-content/uploads/2020/02/Svilova-Editing-MWAMC-frame-grab.jpeg,preservationist|director|director|editor,1900,1975,Soviet Union
211,1476,Esfir Shub,Eshter Il'inichna Shub,https://wfpp.columbia.edu/person/esfir-shub/,https://wfpp.columbia.edu/wp-content/uploads/2011/11/WFP2-SHU02.jpg,director|filmmaker|editor|writer,1894,1959,Russia
212,1476,Esfir Shub,Eshter Il'inichna Shub,https://wfpp.columbia.edu/person/esfir-shub/,https://wfpp.columbia.edu/wp-content/uploads/2011/11/WFP2-SHU02.jpg,director|filmmaker|editor|writer,1894,1959,Soviet Union
213,13035,Nina Agadzhanova-Shutko,Nina Ferdinandovna Agadzhanova|Nuné Agadzhanova|Nina Shutko|Mariia Mikulevich|Klavdiia Sergeevna Dubrovskaia|Irina Vasil'eva|Ol'ga Monakhova,https://wfpp.columbia.edu/person/nina-agadzhanova-shutko/,https://wfpp.columbia.edu/wp-content/uploads/2016/07/WFP2-AGAD01-featured-image.jpg,director|editor|writer|musician|writer|educator|consultant|editor,1889,1974,Russia
214,13035,Nina Agadzhanova-Shutko,Nina Ferdinandovna Agadzhanova|Nuné Agadzhanova|Nina Shutko|Mariia Mikulevich|Klavdiia Sergeevna Dubrovskaia|Irina Vasil'eva|Ol'ga Monakhova,https://wfpp.columbia.edu/person/nina-agadzhanova-shutko/,https://wfpp.columbia.edu/wp-content/uploads/2016/07/WFP2-AGAD01-featured-image.jpg,director|editor|writer|musician|writer|educator|consultant|editor,1889,1974,Soviet Union
215,12498,Ol'ga Rakhmanova,Ol'ga Vladimirovna Sokolova,https://wfpp.columbia.edu/person/olga-rakhmanova/,https://wfpp.columbia.edu/wp-content/uploads/2016/02/WFP2-RAK01.jpg,educator|adapter|director|editor|writer|actress|director|entrepreneur,1871,1943,Russia
216,12498,Ol'ga Rakhmanova,Ol'ga Vladimirovna Sokolova,https://wfpp.columbia.edu/person/olga-rakhmanova/,https://wfpp.columbia.edu/wp-content/uploads/2016/02/WFP2-RAK01.jpg,educator|adapter|director|editor|writer|actress|director|entrepreneur,1871,1943,Soviet Union
217,20509,Valentina Brumberg,Valentina Semyonovna Brumberg,https://wfpp.columbia.edu/person/valentina-semyonovna-brumberg/,,animator|consultant|director|editor|writer,1899,1975,Russia
218,20509,Valentina Brumberg,Valentina Semyonovna Brumberg,https://wfpp.columbia.edu/person/valentina-semyonovna-brumberg/,,animator|consultant|director|editor|writer,1899,1975,Soviet Union
219,20512,Zinaida Brumberg,Zinaida Semyonovna Brumberg,https://wfpp.columbia.edu/person/zinaida-semyonovna-brumberg/,https://wfpp.columbia.edu/wp-content/uploads/2019/11/WFP2-BRU02.jpg,animator|consultant|director|editor|writer,1900,1983,Russia
220,20512,Zinaida Brumberg,Zinaida Semyonovna Brumberg,https://wfpp.columbia.edu/person/zinaida-semyonovna-brumberg/,https://wfpp.columbia.edu/wp-content/uploads/2019/11/WFP2-BRU02.jpg,animator|consultant|director|editor|writer,1900,1983,Soviet Union
221,16002,Helena Cortesina,Elena Cortesina|Elena Manuela Dolores Cortés Altabas,https://wfpp.columbia.edu/person/helena-cortesina/,https://wfpp.columbia.edu/wp-content/uploads/2017/10/WFP2-CORT01.jpg,director|actress|film company owner|producer|entrepreneur,1903,1984,Spain
222,14676,María Luz Morales Godoy,Felipe Centeno,https://wfpp.columbia.edu/person/maria-luz-morales-godoy/,https://wfpp.columbia.edu/wp-content/uploads/2017/09/WFP2-MORA01-featured-image-copy.jpg,adapter|critic|scholar|editor|script,1898,1980,Spain
223,10677,Alva Lundin,Alva Lindbom|Alva Lindbohm,https://wfpp.columbia.edu/person/alva-lundin/,https://wfpp.columbia.edu/wp-content/uploads/2014/09/WFP2-LUN04.jpg,designer|writer,1889,1972,Sweden
224,13804,Anna Hofman-Uddgren,Anna Maria Hammarström|Anna Hofman|Madame X,https://wfpp.columbia.edu/person/anna-hofman-uddgren/,https://wfpp.columbia.edu/wp-content/uploads/2017/02/WFP2-HOF01-featured-image.jpg,writer|exhibitor|actress|director,1868,1947,Sweden
225,14266,Greta Håkansson,,https://wfpp.columbia.edu/person/greta-hakansson/,https://wfpp.columbia.edu/wp-content/uploads/2016/12/WFP2-HAK01.jpg,musician,1890,1961,Sweden
226,10682,Marie Louise Gagner,,https://wfpp.columbia.edu/person/marie-louise-gagner-2/,https://wfpp.columbia.edu/wp-content/uploads/2014/10/WFP2-GAG01-e1418399003272.jpg,censor,1868,1933,Sweden
227,1351,Adriënne Solser,,https://wfpp.columbia.edu/person/adrienne-solser/,https://wfpp.columbia.edu/wp-content/uploads/2013/07/WFP-SOL02.jpg,director|comedienne|distributor|film company owner|producer|actress,1873,1943,The Netherlands
228,10571,Caroline van Dommelen,Caroline van Lancker-van Dommelen,https://wfpp.columbia.edu/person/caroline-van-dommelen/,https://wfpp.columbia.edu/wp-content/uploads/2014/11/WFP2-DOMM01-e1416410788352.jpg,writer|actress|director,1874,1957,The Netherlands
229,14299,Isabel Acuña,Isabel de Nepomuceno|Doña Isabel,https://wfpp.columbia.edu/person/isabel-acuna/,https://wfpp.columbia.edu/wp-content/uploads/2017/05/WFP2-ACU01.jpg,art director|director|dressmaker|treasurer|film company vice president|make-up|producer|set decorator,1904,1986,The Philippines
230,13509,Haydée Chikly,Haydée Tamzali|Haydée Chikli,https://wfpp.columbia.edu/person/haydee-chikly/,https://wfpp.columbia.edu/wp-content/uploads/2014/12/WFP2-CHIK01.jpg,actress|film colorist|editor|writer,1906,1998,Tunisia
231,15432,Bedia Muvahhit,Bedia Şekip,https://wfpp.columbia.edu/person/bedia-muvahhit/,https://wfpp.columbia.edu/wp-content/uploads/2017/10/WFP2-MUV04-featured-image-e1509375770869.jpg,actress,1897,1994,Turkey
232,15428,Neyyire Neyir,Münire Eyüp Ertuğrul,https://wfpp.columbia.edu/person/neyyire-neyir/,https://wfpp.columbia.edu/wp-content/uploads/2017/10/WFP2-MUV04-featured-image-e1509375770869.jpg,editor|actress,1902,1943,Turkey
233,1337,Adela Rogers St. Johns,Nora Adela Rogers|Adela Rogers Saint Johns|Adela Rogers St. John,https://wfpp.columbia.edu/person/adela-rogers-st-johns/,https://wfpp.columbia.edu/wp-content/uploads/2011/11/WFP-ROG02.jpg,writer,1894,1988,United States
234,1345,Adele S. Buffington,Jesse Bowers|Adele Burgdorfer of St. Louis|Colt Remington,https://wfpp.columbia.edu/person/adele-s-buffington/,https://wfpp.columbia.edu/wp-content/uploads/Buffington_CCP_FIGX_WFP-BUF011.jpg,co-founder|movie theatre ticket cashier|writer,1900,1973,United States
235,1352,Agnes Christine Johnston,A. C. Johnson|Agnes Christine Johnson|Agnes C. Johnson|Agnes Johnston|Agnes C. Johnston|Mrs. Frank Mitchell Dazey,https://wfpp.columbia.edu/person/agnes-christine-johnston/,https://wfpp.columbia.edu/wp-content/uploads/CCP_FIG167_Johnston_WFP-JOHN021.jpg,adapter|writer|stenographer,1896,1978,United States
236,3,Alice B. Russell,Alice Burton Russell|Alice Micheaux,https://wfpp.columbia.edu/person/alice-b-russell/,https://wfpp.columbia.edu/wp-content/uploads/Women_as_Camera_Operators_WFP-ORD011.jpg,actress|musician|producer,1889,1985,United States
237,1358,Alice Howell,,https://wfpp.columbia.edu/person/alice-howell/,https://wfpp.columbia.edu/wp-content/uploads/CCP_FIG162_Howell_WFP-HOW031.jpg,comedienne|actress,1892,1961,United States
238,15780,Alice Smythe Jay,Alice Burton Jay|Alice Smythe Burton|Alice Smyth Jay,https://wfpp.columbia.edu/person/alice-smythe-jay/,,musician|entrepreneur|film company owner|inventor,Unknown,Unknown,United States
239,1361,Alice Terry,Alice Taafe|Mrs. Rex Ingram,https://wfpp.columbia.edu/person/alice-terry/,https://wfpp.columbia.edu/wp-content/uploads/Terry_CCP_FIG229_WFP-TER021.jpg,director|extra|actress,1900,1987,United States
240,1363,Alla Nazimova,Alla Lavendera|Adelaide Leventon (real name)|Miriam Edez Adelaida Leventon|Alla Nasimoff (earlier stage name)|Peter M. Winters|Alla Lavendera|Adelaide Leventon (real name)|Miriam Edez Adelaida Leventon|Alla Nasimoff (earlier stage name)|Peter M. Winters,https://wfpp.columbia.edu/person/alla-nazimova/,https://wfpp.columbia.edu/wp-content/uploads/Nazimova_CCP_FIGX_WFP-NAZ041.jpg,art director|dressmaker|director|editor|actress|producer|writer|set decorator,1879,1945,United States
241,17671,Angela Murray Gibson,,https://wfpp.columbia.edu/person/angela-murray-gibson/,https://wfpp.columbia.edu/wp-content/uploads/2018/11/Murray-Gibson-featured-image-e1542035684784.jpg,director|actress|film company owner|cinematographer|producer|writer|studio head,1878,1953,United States
242,1365,Anita Loos,Mrs. John Emerson|Corrine Anita Loos|J. Emerson Loos|Anita Luus,https://wfpp.columbia.edu/person/anita-loos/,https://wfpp.columbia.edu/wp-content/uploads/Loos_CCP_FIG179_WFP-LOO011.jpg,producer|writer|actress,1888,1981,United States
243,21640,Anita Maris Boggs,Anita M. Boggs|Anita Uada Maris Boggs,https://wfpp.columbia.edu/person/anita-maris-boggs/,https://wfpp.columbia.edu/wp-content/uploads/2020/06/WFP-BOG01-featured-image-e1593186163159.jpg,co-founder|distributor,1888,1937,United States
244,1366,Anita Stewart,Anna Marie Stewart|Anna Steward|Mrs. Rudolph Cameron|Mrs. George Converse,https://wfpp.columbia.edu/person/anita-stewart/,https://wfpp.columbia.edu/wp-content/uploads/CCP_Stewart_WFP-STE061.jpg,company director|musician|actress|writer|producer|musician,1895,1961,United States
245,6,Anne Bauchens,,https://wfpp.columbia.edu/person/anne-bauchens/,,editor,1882,1967,United States
246,1368,Anzia Yezierska,The sweatshop Cinderella,https://wfpp.columbia.edu/person/anzia-yezierska/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP-YEZ01.jpg,writer,1880,1970,United States
247,20329,Audrey Forfar Shippam,,https://wfpp.columbia.edu/person/audrey-forfar-shippam/,https://wfpp.columbia.edu/wp-content/uploads/2019/11/WFP-BEST02-featured-image.jpg,cinematographer|filmmaker|visual artist,1883,1975,United States
248,1386,Beatrice deMille,Beatrice C. deMille|Agnes Graham|Matilda Beatrice Samuel|Tillie Samuel|Mrs. Henry deMille,https://wfpp.columbia.edu/person/beatrice-demille/,https://wfpp.columbia.edu/wp-content/uploads/DeMille_CCP_FIG123_WFP-DEM011.jpg,agent|writer|play broker|actress|entrepreneur,1853,1923,United States
249,1387,Beatriz Michelena,Beatrize Michelena|Beatrice Michelena|Mrs. George Middleton,https://wfpp.columbia.edu/person/beatriz-michelena/,https://wfpp.columbia.edu/wp-content/uploads/2013/07/WFP-MIC02.jpg,company director|actress|producer|musician|stunt person,1890,1942,United States
250,1388,Bertha Muzzy Bower,B. M. Bower|Mrs. Clayton Bower|Bertha Muzzy Sinclair|Mrs. Bertrand W. Sinclair|Bertrand W. Sinclair|B. M. Sinclair|Mrs. Robert Elsworth Cowan,https://wfpp.columbia.edu/person/bertha-muzzy-bower/,https://wfpp.columbia.edu/wp-content/uploads/CCP_Bower_FIGX_WFP-BOW021.jpg,writer,1871,1940,United States
251,1390,Bessie Barriscale,Mrs. Howard Hickman|Elizabeth Barry Scale,https://wfpp.columbia.edu/person/bessie-barriscale/,https://wfpp.columbia.edu/wp-content/uploads/Barriscale_CCP_FIG110_WFP-BARR021.jpg,accountant|actress|film company founding partner|producer,1885,1965,United States
252,1393,Beta Breuil,Beta Breil|Betta Breuil|Botta Breuil|Mrs. Breuil|Mrs. Hartmann Breuil|Beta Brevil|Elizabeth Donner Van der Veer|Mrs. Frank M. Willard,https://wfpp.columbia.edu/person/beta-breuil/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP-BRE01.jpg,editor|director|producer|writer,1876,Unknown,United States
253,21748,Betty Burbridge,Elizabeth Burbridge,https://wfpp.columbia.edu/person/betty-burbridge/,https://wfpp.columbia.edu/wp-content/uploads/2020/08/WFP-BUR02-1-e1597075627555.jpg,continuity|actress|writer,1894,1987,United States
254,22251,Beulah Livingstone,Beulah Livingstone Frank,https://wfpp.columbia.edu/person/beulah-livingstone/,https://wfpp.columbia.edu/wp-content/uploads/2020/11/WFP-LIV01.jpg,writer|publicist|writer|manager,1886,1975,United States
255,1394,Beulah Marie Dix,Mrs. George H. Flebbe,https://wfpp.columbia.edu/person/beulah-marie-dix/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/Dix_CCP_FIG124_WFP-DIX021-269x300.jpg,adapter|writer,1876,1970,United States
256,1323,Blanche Sewell,,https://wfpp.columbia.edu/person/blanche-sewell/,https://wfpp.columbia.edu/wp-content/uploads/2013/07/WFP-SEW01.jpg,editor,1898,1949,United States
257,1400,Bradley King,Josephine McLaughlin|Mrs. John Griffith Wray|Bradley King Wray|Mrs. George Hiram Boyd,https://wfpp.columbia.edu/person/bradley-king/,https://wfpp.columbia.edu/wp-content/uploads/King_CCP_FIG169_WFP-KIN021.jpg,writer|stenographer,1894,Unknown,United States
258,11135,Cissy Fitzgerald,Marie Kathleen Cecilia Fitzgerald|Mrs. Oliver Mark Tucker|The Girl with the Wink,https://wfpp.columbia.edu/person/cissy-fitzgerald/,https://wfpp.columbia.edu/wp-content/uploads/2014/08/WFP-FITZ01.jpg,dancer|actress|film company owner|producer,1873,1941,United States
259,1409,Clara Beranger,Clara S. Beranger|Charles S. Beranger|Mrs. William DeMille|Mrs. Albert B. Berwanger,https://wfpp.columbia.edu/person/clara-beranger/,https://wfpp.columbia.edu/wp-content/uploads/How_Women_Worked_Fig40_WFP-BERA011.jpg,adapter|scenarist|writer,1886,1956,United States
260,1411,Clara Kimball Young,,https://wfpp.columbia.edu/person/clara-kimball-young/,https://wfpp.columbia.edu/wp-content/uploads/2011/11/WFP-YOU07.jpg,producer|actress,1890,1960,United States
261,1418,Clare West,Clair West|Claire West,https://wfpp.columbia.edu/person/clare-west/,https://wfpp.columbia.edu/wp-content/uploads/2011/11/WFP-WES02.jpg,dressmaker,1879,1961,United States
262,1420,Cleo Madison,Lulu Bailey|Lulu Peake,https://wfpp.columbia.edu/person/cleo-madison/,https://wfpp.columbia.edu/wp-content/uploads/Madison_CCP_FIGX_WFP-MAD031.jpg,director|producer|writer|actress,1883,1964,United States
263,1421,Constance Talmadge,,https://wfpp.columbia.edu/person/constance-talmadge/,https://wfpp.columbia.edu/wp-content/uploads/2012/08/constance-talmage.jpg,actress|producer,1898,1973,United States
264,20328,Cora Johnstone Best,,https://wfpp.columbia.edu/person/cora-johnstone-best/,https://wfpp.columbia.edu/wp-content/uploads/2019/11/WFP-BEST02-featured-image.jpg,lecturer,1878,1930,United States
265,1423,Corinne Griffith,Corinne Griffin|Mrs. Walter Morosco|Mrs. Webster Campbell|Mrs. George Marshall|Mrs. Danny Scholl,https://wfpp.columbia.edu/person/corinne-griffith/,https://wfpp.columbia.edu/wp-content/uploads/Griffith_CCP_FIG150B_WFP-GRI051.jpg,company director|musician|producer|actress|writer,1894,1979,United States
266,1435,Dorothy Arzner,,https://wfpp.columbia.edu/person/dorothy-arzner/,https://wfpp.columbia.edu/wp-content/uploads/Arzner_CCP_FIG106_WFP-ARZ141.jpg,director|editor|writer,1897,1979,United States
267,1441,Dorothy Davenport Reid,Dorothy Davenport|Mrs. Wallace Reid|Jr.|Dorothy Reid,https://wfpp.columbia.edu/person/dorothy-davenport-reid/,https://wfpp.columbia.edu/wp-content/uploads/2011/11/How_Women_Worked_Fig5_WFP-DAV041-covercrop.jpg,director|actress|producer|writer,1895,1977,United States
268,1454,Dorothy Yost,Mrs. Dwight Cummings,https://wfpp.columbia.edu/person/dorothy-yost/,https://wfpp.columbia.edu/wp-content/uploads/2011/11/WFP-YOS011.jpg,adapter|writer|reader|secretary,1899,1967,United States
269,1457,Dot Farley,Dorothea Farley|Dorothy Farley,https://wfpp.columbia.edu/person/dot-farley/,https://wfpp.columbia.edu/wp-content/uploads/2011/11/WFP-FAR01.jpg,director|actress|writer,1881,1971,United States
270,1110,Drusilla Dunjee Houston,,https://wfpp.columbia.edu/person/drusilla-dunjee-houston/,,writer|musician|writer,1876,1941,United States
271,1466,Elizabeth B. Grimball,,https://wfpp.columbia.edu/person/elizabeth-b-grimball/,https://wfpp.columbia.edu/wp-content/uploads/Grimball_CCP_FIG153_WFP-GRIM011.jpg,producer|writer|actress|director|entrepreneur,1875,1953,United States
272,1468,Elizabeth Chevalier Pickett,Elizabeth Chevalier,https://wfpp.columbia.edu/person/elizabeth-chevalier-pickett/,https://wfpp.columbia.edu/wp-content/uploads/Pickett_ccp_figx_WFP-PICK011.jpg,director|filmmaker|writer,1896,1984,United States
273,14897,Elizabeth McGaffey,Bessie McGaffey|E.B. McGaffey,https://wfpp.columbia.edu/person/elizabeth-mcgaffey/,https://wfpp.columbia.edu/wp-content/uploads/2017/08/WFP-MCG01.jpg,head of studio research department|writer|reader|researcher|writer|studio librarian|actress,1875,1944,United States
274,4,Eloyce King Patrick Gist,,https://wfpp.columbia.edu/person/eloyce-king-patrick-gist/,,director|producer|writer|editor,1892,1974,United States
275,1470,Elsie Jane Wilson,Mrs. Rupert Julian,https://wfpp.columbia.edu/person/elsie-jane-wilson/,,director|actress|writer,1890,1965,United States
276,1114,Eslanda Robeson,Eslanda Cardozo Goode Robeson,https://wfpp.columbia.edu/person/eslanda-robeson/,https://wfpp.columbia.edu/wp-content/uploads/African_American_Women_in_the_Silent_Film_Industry_WFP-ROB031.jpg,actress|manager|writer,1896,1965,United States
277,1478,Ethel Grandin,Mrs. Ray Smallwood,https://wfpp.columbia.edu/person/ethel-grandin/,https://wfpp.columbia.edu/wp-content/uploads/2011/11/WFP-GRAN03.jpg,actress|film company founding partner|producer,1894,1988,United States
